Filename	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-60.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-57.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-54.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-51.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-48.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-45.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-42.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-39.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-36.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-33.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-30.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-27.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-24.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-21.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-18.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-15.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-12.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-09.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-06.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\-03.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\0.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\03.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\06.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\09.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\12.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\15.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\18.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\21.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\24.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\27.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\30.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\33.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\36.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\39.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\42.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\45.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\48.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\51.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\54.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\57.mcc	R:\KFI\02 KFM\01 - Uitvoering\05 - Meetdatabase\02 - Onderzoeksprojecten\01 - Archief\StarCheck\2010-10-07 Ionkamer Response\Leafs\60.mcc
-118.4	0.0158308856189251	0.0153410863131285	0.0157370753586292	0.0152831394225359	0.0151641964912415	0.0152417244389653	0.0155424429103732	0.0160230621695518	0.0151818031445146	0.0151768540963531	0.0148826064541936	0.0153972506523132	0.015199014917016	0.0154014630243182	0.0148197691887617	0.0149442721158266	0.0150594366714358	0.0143597098067403	0.0144664691761136	0.0146583309397101	0.0148150632157922	0.014408796094358	0.0144089767709374	0.0137266721576452	0.0142422802746296	0.0140632120892406	0.0141634047031403	0.014575058594346	0.0141669092699885	0.0140126030892134	0.0138625083491206	0.013737078756094	0.0136692458763719	0.0134152406826615	0.0142895774915814	0.0132257537916303	0.0132130589336157	0.0128921754658222	0.0129537051543593	0.0132330963388085	0.0128093445673585
-115.4	0.0162100587040186	0.0160275790840387	0.0164335239678621	0.0163504108786583	0.0161262936890125	0.0159710645675659	0.0159015394747257	0.0154613982886076	0.0157955102622509	0.0159472785890102	0.0159634202718735	0.0157865919172764	0.0158846955746412	0.0160174611955881	0.015861239284277	0.0157409105449915	0.0158757008612156	0.0153041305020452	0.0155179770663381	0.0152035048231483	0.0162893645465374	0.0157730784267187	0.0152608081698418	0.0150068840011954	0.0151757998391986	0.0149740697816014	0.0145817790180445	0.0144743779674172	0.0149114709347486	0.0149185853078961	0.0146378371864557	0.0147922653704882	0.0151439402252436	0.0152775375172496	0.0145655563101172	0.0139071904122829	0.0140314884483814	0.0137573285028338	0.0139715429395437	0.0131782731041312	0.0135361468419433
-112.4	0.0176518186926842	0.0173484422266483	0.0172460488975048	0.0169570855796337	0.0171911530196667	0.0171752199530602	0.0172723606228828	0.0166919939219952	0.0167354363948107	0.0172394383698702	0.017031604424119	0.0168816149234772	0.0168531630188227	0.0173483192920685	0.0170709043741226	0.016809793189168	0.0167977325618267	0.0166600570082664	0.0168369375169277	0.017236115410924	0.0161535050719976	0.0165549367666245	0.0163884293287992	0.016552958637476	0.0159664768725634	0.0160677414387465	0.0161386020481586	0.0160751510411501	0.0159045271575451	0.0156066967174411	0.0153621630743146	0.015588185749948	0.0163188874721527	0.0152261070907116	0.015364907681942	0.014839150942862	0.0148580940440297	0.0146523909643292	0.0145827205851674	0.0141431055963039	0.0145370978862047
-109.4	0.019956836476922	0.0199276283383369	0.019711896777153	0.0195775628089905	0.0197542626410723	0.020431948825717	0.0193986259400845	0.0192768387496471	0.0188670251518488	0.0197035185992718	0.0194540396332741	0.0193560644984245	0.0192553289234638	0.0194518379867077	0.0191779155284166	0.0187298245728016	0.0188978295773268	0.0189585741609335	0.0197310242801905	0.0188772864639759	0.0179731026291847	0.0182927381247282	0.0179386045783758	0.0182922352105379	0.0181549843400717	0.0180871076881886	0.0177671425044537	0.0178573615849018	0.0179265104234219	0.0181932467967272	0.0177263990044594	0.0175465010106564	0.0177582912147045	0.0173101872205734	0.0175152588635683	0.0165827125310898	0.0163983162492514	0.0161334481090307	0.0162396598607302	0.0166074857115746	0.0161607470363379
-106.4	0.0217972546815872	0.021518025547266	0.0217685047537088	0.0213603228330612	0.0220180209726095	0.0213875323534012	0.0218765363097191	0.0214400645345449	0.021059688180685	0.0216531716287136	0.0210304483771324	0.0208799727261066	0.0209474861621857	0.0214701816439629	0.0210244059562683	0.0203955788165331	0.0205833949148655	0.0218321029096842	0.0205284990370274	0.0204925034195185	0.0203697197139263	0.0198793616145849	0.0197960622608662	0.0198112335056067	0.0204643122851849	0.0195970442146063	0.0197580885142088	0.0194679424166679	0.0192479267716408	0.0193171016871929	0.0193209927529097	0.0202374551445246	0.0190389603376389	0.0194909498095512	0.0189986862242222	0.0183197371661663	0.0185629539191723	0.0182063039392233	0.0177442114800215	0.0180501285940409	0.0178923606872559
-103.4	0.0241172593086958	0.0239363834261894	0.0234203394502401	0.0236021876335144	0.023395637050271	0.0231855791062117	0.0230476949363947	0.0232859570533037	0.0230661518871784	0.0235495548695326	0.0230770409107208	0.0229346640408039	0.0229786839336157	0.0231052376329899	0.0229577384889126	0.0221755281090736	0.0230385884642601	0.022501677274704	0.02189015224576	0.0217352136969566	0.0225434675812721	0.0217943042516708	0.0221748296171427	0.0214434321969748	0.0216495636850595	0.0215154439210892	0.0216098837554455	0.0215290542691946	0.0216117613017559	0.0210879761725664	0.0215316079556942	0.0205999352037907	0.0208204910159111	0.0202724412083626	0.0207339879125357	0.0199512615799904	0.0193300917744637	0.0192598439753056	0.0196408685296774	0.0191673971712589	0.0189363788813353
-100.4	0.0265077035874128	0.0265438631176949	0.0265305507928133	0.0268919467926025	0.0263995826244354	0.0261758752167225	0.0254332236945629	0.02560412324965	0.0256758965551853	0.0262145381420851	0.0260213948786259	0.025582492351532	0.0254523064941168	0.0258947182446718	0.0258813500404358	0.0259546861052513	0.0247835889458656	0.0247910432517529	0.0244686044752598	0.0243778824806213	0.0250270962715149	0.0245185922831297	0.0246116928756237	0.0243269298225641	0.0240613576024771	0.0240641310811043	0.0239250101149082	0.0232683587819338	0.0229500401765108	0.024482537060976	0.0235455874353647	0.0233584716916084	0.0230736043304205	0.0234524626284838	0.0228015147149563	0.0216645114123821	0.022248487919569	0.0224323682487011	0.0215107910335064	0.0220556557178497	0.0215753838419914
-97.4	0.0289565976709127	0.0293672662228346	0.0295202229171991	0.0283154714852571	0.0284712184220552	0.0282924510538578	0.0281361285597086	0.0277494713664055	0.0276421438902617	0.0281870197504759	0.0283920932561159	0.0278926882892847	0.027758689597249	0.0281259976327419	0.0286891739815474	0.0270616356283426	0.0270421840250492	0.0267524868249893	0.026931170374155	0.0265594944357872	0.0267383102327585	0.0264167375862598	0.0260196905583143	0.0262268241494894	0.02662150003016	0.0258111897855997	0.0257691610604525	0.025767745450139	0.0267196055501699	0.0253472756594419	0.0249082110822201	0.0248805806040764	0.0251618176698685	0.0245845429599285	0.0252229012548923	0.023756667971611	0.0236757211387157	0.023564774543047	0.0232737753540277	0.0233467537909746	0.0232104677706957
-94.4	0.0324440971016884	0.0320968516170979	0.0311527121812105	0.0313399024307728	0.0307483803480864	0.0309761259704828	0.031201109290123	0.0307037923485041	0.0303516890853643	0.0306267496198416	0.0309210419654846	0.0304355770349503	0.0302414335310459	0.031470637768507	0.0303711257874966	0.0297201406210661	0.0296284444630146	0.0292462334036827	0.0293296948075294	0.0292082689702511	0.0285411160439253	0.0289333444088697	0.0288815516978502	0.0282812211662531	0.0286723654717207	0.0279774200171232	0.0280200615525246	0.0286410450935364	0.0275933966040611	0.0279736891388893	0.0274537205696106	0.0276222210377455	0.0270080752670765	0.0271606836467981	0.0266846939921379	0.0257061775773764	0.0258492790162563	0.025756673887372	0.0253575723618269	0.025192029774189	0.0259281806647778
-91.4	0.0356453433632851	0.0357541739940643	0.0358507707715034	0.0355389267206192	0.0352967455983162	0.0351482480764389	0.0348799787461758	0.0347203612327576	0.0343988798558712	0.0346995629370213	0.0348346754908562	0.0344430580735207	0.0350518450140953	0.0343665853142738	0.0343215838074684	0.0334536209702492	0.0340404771268368	0.0331858955323696	0.033466499298811	0.0332722663879395	0.032574150711298	0.0324791930615902	0.0321531221270561	0.0324619114398956	0.0317356660962105	0.0321125350892544	0.0318138711154461	0.0309534762054682	0.0313277021050453	0.0310539379715919	0.0309440046548843	0.0306418668478727	0.0306112077087164	0.0307808741927147	0.0305369701236486	0.0291326772421598	0.0290531199425459	0.0293205566704273	0.0284023229032755	0.0290876142680645	0.0277652367949486
-88.4	0.041036207228899	0.039505310356617	0.039260096848011	0.0390224643051624	0.038753442466259	0.038495771586895	0.0377452969551086	0.0381633453071117	0.0376685075461864	0.0384968966245651	0.0381426997482777	0.038873340934515	0.0374266430735588	0.0377994440495968	0.0373533628880978	0.0368871428072453	0.0370504148304462	0.0366237573325634	0.0362599492073059	0.036075234413147	0.0356409028172493	0.0355516523122787	0.0351785607635975	0.0349033214151859	0.0352853015065193	0.0346214435994625	0.0339837297797203	0.0343079566955566	0.0343108549714088	0.0337156169116497	0.0333650819957256	0.0334280505776405	0.033664159476757	0.0331546925008297	0.0328254662454128	0.0315517336130142	0.0310452990233898	0.0307342037558556	0.0313713252544403	0.0303653404116631	0.0305779967457056
-85.4	0.045854564756155	0.0453278347849846	0.0451992601156235	0.0447344481945038	0.0448387823998928	0.0439955927431583	0.0437456220388412	0.0436667576432228	0.0435851216316223	0.043747715651989	0.044175960123539	0.0432002060115337	0.042728129774332	0.0430848561227322	0.0423413254320621	0.0421706549823284	0.0420217625796795	0.041788175702095	0.0409624576568604	0.040556013584137	0.0409989468753338	0.0402809791266918	0.0398413129150867	0.0395796373486519	0.0395246744155884	0.0392277464270592	0.0387577228248119	0.0381849929690361	0.0379853770136833	0.037968784570694	0.0378062836825848	0.0375351347029209	0.0371100977063179	0.0368165820837021	0.0369018018245697	0.0352382659912109	0.0352244190871716	0.0355897136032581	0.034375973045826	0.0343366973102093	0.0338912308216095
-82.4	0.0552095212042332	0.0550161562860012	0.0542888194322586	0.0535200573503971	0.0531938336789608	0.0529173612594604	0.0529346019029617	0.0518369525671005	0.0516228973865509	0.0527669563889503	0.051008079200983	0.0507817268371582	0.0502873472869396	0.050256285816431	0.0496099814772606	0.0490727201104164	0.0484576933085918	0.048303946852684	0.0474352724850178	0.0469374991953373	0.0470133870840073	0.0463281683623791	0.0467605330049992	0.0454338230192661	0.045359168201685	0.0442868731915951	0.0446158796548843	0.0442365445196629	0.0440850481390953	0.0437873713672161	0.0430017672479153	0.0428356416523457	0.0428615473210812	0.0425804667174816	0.0417816564440727	0.0397955402731895	0.0405661351978779	0.0394571572542191	0.0388153679668903	0.0388102270662785	0.0386747047305107
-79.4	0.0719576179981232	0.0712209418416023	0.0699991062283516	0.0692116171121597	0.0678844302892685	0.0671737343072891	0.0665280967950821	0.0651857778429985	0.0657381638884544	0.0649199411273003	0.0635828301310539	0.063033826649189	0.0620640367269516	0.0617762021720409	0.0604619272053242	0.0599305666983128	0.0587493889033794	0.0579998157918453	0.0574547909200191	0.0567143000662327	0.0558411814272404	0.0559044070541859	0.0546612255275249	0.054454505443573	0.0534311085939407	0.0532470494508743	0.0520826950669289	0.051679540425539	0.0512976571917534	0.0504461675882339	0.0507565848529339	0.049983873963356	0.0489350892603397	0.0486285276710987	0.0482206605374813	0.0472726188600063	0.0454276502132416	0.0455016233026981	0.0449939854443073	0.0449136048555374	0.0443150773644447
-76.4	0.110714286565781	0.108662307262421	0.106329061090946	0.103806994855404	0.101611435413361	0.099050372838974	0.0962183177471161	0.0951089039444923	0.0924359112977982	0.0919243916869164	0.0897776931524277	0.0879669040441513	0.0856493413448334	0.0841802656650543	0.0818367376923561	0.0801525637507439	0.0779596418142319	0.0767631605267525	0.0754399076104164	0.073991633951664	0.0719565227627754	0.0711460635066032	0.0693435445427895	0.068423792719841	0.0670821443200111	0.0661526471376419	0.0648036599159241	0.0637259408831596	0.0627504512667656	0.0621247440576553	0.0605361387133598	0.0597385838627815	0.0594640001654625	0.0587987266480923	0.0584702156484127	0.0546248815953732	0.054551538079977	0.0533287711441517	0.0527632981538773	0.0520584769546986	0.0512905418872833
-73.4	0.242281630635262	0.239408507943153	0.233682543039322	0.228449627757072	0.221163153648376	0.214545130729675	0.206949472427368	0.198429718613625	0.190353482961655	0.185970410704613	0.178198084235191	0.170321822166443	0.161629214882851	0.154486134648323	0.147100761532784	0.140708938241005	0.134671419858932	0.129105910658836	0.123974569141865	0.119083389639854	0.114952147006989	0.110547453165054	0.105980552732944	0.101765282452106	0.0988086313009262	0.0948628485202789	0.092065267264843	0.0897695198655128	0.0872073918581009	0.0843979045748711	0.0824717730283737	0.0806487798690796	0.0782964527606964	0.0774016156792641	0.0746905654668808	0.0705567672848701	0.0684744939208031	0.0678402408957481	0.0662106946110725	0.0647094622254372	0.0639242008328438
-70.4	0.472798407077789	0.47207123041153	0.469716370105743	0.466394394636154	0.463191598653793	0.458457380533218	0.45366770029068	0.446485489606857	0.438666522502899	0.438481688499451	0.428277969360352	0.416124224662781	0.400994300842285	0.385994791984558	0.369313508272171	0.353218823671341	0.337387233972549	0.321075588464737	0.303360670804977	0.287273675203323	0.270130813121796	0.253432095050812	0.237036019563675	0.220522552728653	0.207564190030098	0.193629816174507	0.180179208517075	0.170574352145195	0.160762190818787	0.151691153645515	0.141906440258026	0.135298818349838	0.129880711436272	0.122748196125031	0.117085680365562	0.107078857719898	0.102731071412563	0.0984137356281281	0.0943174585700035	0.0912713408470154	0.0878014713525772
-67.4	0.708021104335785	0.708397269248962	0.706970453262329	0.705337822437286	0.704698801040649	0.702131450176239	0.699774980545044	0.697178244590759	0.694129586219788	0.705345213413239	0.70163881778717	0.697438836097717	0.690394401550293	0.684685230255127	0.676726877689362	0.667625904083252	0.656821489334106	0.64457631111145	0.629136025905609	0.61245459318161	0.593277275562286	0.573016703128815	0.549257040023804	0.524077594280243	0.501674652099609	0.474505484104156	0.448834776878357	0.426045119762421	0.401713848114014	0.376897364854813	0.349688917398453	0.32948836684227	0.307113796472549	0.286510765552521	0.265409886837006	0.234892055392265	0.217563897371292	0.202047556638718	0.187452659010887	0.174662366509438	0.161548063158989
-64.4	0.865145981311798	0.864965081214905	0.864266812801361	0.863341629505157	0.862551212310791	0.861276507377625	0.859729111194611	0.85843688249588	0.857551455497742	0.874315083026886	0.871650516986847	0.869950711727142	0.866740643978119	0.865651667118073	0.86270147562027	0.859568178653717	0.856513679027557	0.853334128856659	0.847046434879303	0.841897964477539	0.834679186344147	0.826418280601501	0.814758777618408	0.8011075258255	0.788138329982758	0.769700288772583	0.750428140163422	0.732193231582642	0.710759878158569	0.687145411968231	0.658729553222656	0.636045277118683	0.609280586242676	0.581608712673187	0.551711320877075	0.500096559524536	0.471403300762177	0.443558216094971	0.416076272726059	0.387537688016891	0.36019366979599
-61.4	0.925723850727081	0.925438940525055	0.924447178840637	0.92397928237915	0.923330128192902	0.922258257865906	0.921892940998077	0.919936835765839	0.919979751110077	0.938725173473358	0.937263190746307	0.936306118965149	0.934442162513733	0.934141457080841	0.933178961277008	0.932014763355255	0.931556344032288	0.929031193256378	0.926824450492859	0.925238907337189	0.921888589859009	0.919294476509094	0.915474236011505	0.911246418952942	0.906648099422455	0.901203989982605	0.894121944904327	0.888561964035034	0.88033664226532	0.869859874248505	0.856071889400482	0.843227326869965	0.828180849552155	0.809785604476929	0.788827955722809	0.736281394958496	0.712352991104126	0.688625335693359	0.662389159202576	0.635045409202576	0.605678975582123
-58.4	0.952805578708649	0.95254123210907	0.951784253120422	0.952017545700073	0.951448380947113	0.950032770633698	0.950233161449432	0.948779821395874	0.948237061500549	0.9684037566185	0.96716320514679	0.966951549053192	0.965791940689087	0.965762674808502	0.965294480323792	0.965603888034821	0.964124619960785	0.963287770748138	0.962748944759369	0.96180272102356	0.960020780563354	0.959227323532104	0.957943499088287	0.95600563287735	0.954348742961884	0.951443374156952	0.950149834156036	0.947897493839264	0.944828510284424	0.941706776618958	0.937276303768158	0.933202266693115	0.928600072860718	0.922097980976105	0.914486587047577	0.871900022029877	0.860606849193573	0.849394381046295	0.834870576858521	0.818191289901733	0.798800051212311
-55.4	0.96406090259552	0.963650166988373	0.964076340198517	0.962779700756073	0.962886273860931	0.962148725986481	0.961721301078796	0.960847437381744	0.960287809371948	0.979955554008484	0.979427576065063	0.979574739933014	0.978365302085876	0.979056060314178	0.97990494966507	0.978759348392487	0.978038907051086	0.977487623691559	0.977188885211945	0.977374732494354	0.976919174194336	0.976620614528656	0.975677251815796	0.974606871604919	0.974826812744141	0.972922146320343	0.971588492393494	0.97160416841507	0.971180260181427	0.969396829605103	0.967770159244537	0.966624200344086	0.965232372283936	0.962732434272766	0.960364699363708	0.922257363796234	0.918380081653595	0.914928138256073	0.90962290763855	0.902952134609222	0.895835816860199
-52.4	0.977639257907867	0.978005468845367	0.976338565349579	0.976672053337097	0.976215660572052	0.975425720214844	0.975667893886566	0.97526890039444	0.974811196327209	0.994490444660187	0.994141697883606	0.994083821773529	0.993371248245239	0.995239317417145	0.994545817375183	0.993909478187561	0.993309557437897	0.993670284748077	0.99351954460144	0.993603229522705	0.993130743503571	0.993662655353546	0.993028819561005	0.992596209049225	0.991894423961639	0.991861343383789	0.99157440662384	0.992414474487305	0.991369426250458	0.990218043327332	0.990751981735229	0.990170001983643	0.99047589302063	0.988679170608521	0.987746298313141	0.951440572738647	0.94946700334549	0.948260486125946	0.946278691291809	0.942843973636627	0.940804302692413
-49.4	0.982540011405945	0.982219696044922	0.981725633144379	0.981710314750671	0.981681406497955	0.980307817459106	0.980584979057312	0.980170428752899	0.979965150356293	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.963223814964294	0.962460815906525	0.962858259677887	0.960744976997375	0.959424734115601	0.957199692726135
-46.4	0.987021148204803	0.98537665605545	0.985282301902771	0.984572291374207	0.985151529312134	0.984252214431763	0.984384536743164	0.983686447143555	0.983689069747925	1.00436806678772	1.00406277179718	1.00472986698151	1.00339043140411	1.00433480739594	1.00452482700348	1.00447654724121	1.00370335578918	1.00509428977966	1.00449824333191	1.0054349899292	1.00479328632355	1.00499355792999	1.00461685657501	1.00510919094086	1.00627040863037	1.00514018535614	1.00480151176453	1.00574660301208	1.00616252422333	1.00594890117645	1.00645208358765	1.00657379627228	1.00793671607971	1.00665652751923	1.00693809986115	0.971099138259888	0.970533549785614	0.970477044582367	0.97025054693222	0.968071699142456	0.966986477375031
-43.4	0.989314198493958	0.989397346973419	0.988972902297974	0.988909900188446	0.988294005393982	0.988226354122162	0.987647712230682	0.987321615219116	0.987413048744202	1.00913190841675	1.00870370864868	1.00796937942505	1.00731289386749	1.00824368000031	1.00830316543579	1.0085266828537	1.00850403308868	1.00922763347626	1.00879812240601	1.0097553730011	1.00943386554718	1.01000225543976	1.00964653491974	1.01052439212799	1.00998663902283	1.00982141494751	1.01061224937439	1.01146256923676	1.0109760761261	1.01114654541016	1.01210534572601	1.01248717308044	1.01311492919922	1.01322042942047	1.01376807689667	0.977399349212646	0.976926386356354	0.977753639221191	0.976414322853088	0.97554486989975	0.974293112754822
-40.4	0.991906940937042	0.991169393062592	0.990937232971191	0.99077320098877	0.991183280944824	0.990548372268677	0.99021053314209	0.98994368314743	0.989706993103027	1.01179528236389	1.01027095317841	1.01082861423492	1.00973033905029	1.01072287559509	1.0111368894577	1.01108467578888	1.0117654800415	1.01183581352234	1.01131403446198	1.01233553886414	1.01196777820587	1.01282739639282	1.01342260837555	1.01278829574585	1.01341247558594	1.0131870508194	1.01276838779449	1.0136079788208	1.01491570472717	1.01476490497589	1.01516246795654	1.0153900384903	1.01692152023315	1.01654100418091	1.01667308807373	0.980623781681061	0.980212032794952	0.980670213699341	0.980483889579773	0.978962063789368	0.978213727474213
-37.4	0.995743632316589	0.995056092739105	0.994910538196564	0.994693458080292	0.994876742362976	0.99419504404068	0.994725286960602	0.994487643241882	0.994980096817017	1.01512849330902	1.01488149166107	1.0155736207962	1.0143826007843	1.0156661272049	1.01560068130493	1.01594185829163	1.01671850681305	1.01670122146606	1.01607143878937	1.01725137233734	1.01674580574036	1.0184623003006	1.01762676239014	1.01720917224884	1.01790881156921	1.01826608181	1.0185638666153	1.01993691921234	1.01908540725708	1.01990127563477	1.02110755443573	1.02139556407928	1.02250027656555	1.02240991592407	1.02328670024872	0.986775457859039	0.986545324325562	0.986339688301086	0.985949575901031	0.9848752617836	0.985000610351563
-34.4	0.993885278701782	0.993671178817749	0.992708086967468	0.993486046791077	0.992985308170319	0.992364227771759	0.992981970310211	0.993131935596466	0.992701053619385	1.01365208625793	1.01380121707916	1.01418972015381	1.01305985450745	1.01381051540375	1.01433622837067	1.01464772224426	1.01583456993103	1.01575565338135	1.01533961296082	1.01633536815643	1.01578414440155	1.01666033267975	1.01669418811798	1.01743865013123	1.01755702495575	1.01788365840912	1.01842617988586	1.01868033409119	1.01965260505676	1.02006995677948	1.02115368843079	1.02130341529846	1.02259278297424	1.02200841903687	1.02384305000305	0.98683488368988	0.986039876937866	0.98671168088913	0.98651397228241	0.985306143760681	0.984911501407623
